system,replica,time_ns,PC1,PC2,local_state,matched_state
Apo,1,216.506,28.043529510498047,13.138895034790039,0,0
Apo,1,216.706,26.32552719116211,22.960615158081055,0,0
Apo,1,216.906,29.28583526611328,13.77234935760498,0,0
Apo,1,217.106,29.31804847717285,22.20412254333496,0,0
Apo,1,217.306,27.315988540649414,14.545413970947266,0,0
Apo,1,217.506,27.919858932495117,18.524648666381836,0,0
Apo,1,217.706,25.41039276123047,19.557662963867188,0,0
Apo,1,217.906,23.099069595336914,16.265316009521484,0,0
Apo,1,218.106,28.54595184326172,23.214427947998047,0,0
Apo,1,218.306,32.39064025878906,14.56395149230957,0,0
Apo,1,218.506,24.90330696105957,18.60689926147461,0,0
Apo,1,218.706,29.90474510192871,13.374584197998047,0,0
Apo,1,218.906,20.212322235107422,17.109975814819336,0,0
Apo,1,219.106,25.867589950561523,16.570730209350586,0,0
Apo,1,219.306,32.132789611816406,20.133352279663086,0,0
Apo,1,219.506,25.420377731323242,17.709814071655273,0,0
Apo,1,219.706,20.875259399414062,16.4249210357666,0,0
Apo,1,219.906,28.563138961791992,22.038190841674805,0,0
Apo,1,220.106,32.489864349365234,24.102916717529297,0,0
Apo,1,220.306,20.28434181213379,18.436973571777344,0,0
Apo,1,220.506,20.868228912353516,16.59932518005371,0,0
Apo,1,220.706,32.8187370300293,14.745265007019043,0,0
Apo,1,220.906,22.437746047973633,18.842727661132812,0,0
Apo,1,221.106,28.507055282592773,26.163257598876953,0,0
Apo,1,221.306,26.662639617919922,21.255386352539062,0,0
Apo,1,221.506,23.714134216308594,17.08294105529785,0,0
Apo,1,221.706,21.82284164428711,12.65401554107666,0,0
Apo,1,221.906,28.347612380981445,16.016223907470703,0,0
Apo,1,222.106,20.272592544555664,17.123369216918945,0,0
Apo,1,222.306,33.32334518432617,20.214111328125,0,0
Apo,1,222.506,34.4525146484375,8.15434741973877,0,0
Apo,1,222.706,26.701969146728516,17.057771682739258,0,0
Apo,1,222.906,23.0830078125,11.446661949157715,0,0
Apo,1,223.106,30.942487716674805,11.88079833984375,0,0
Apo,1,223.306,25.414525985717773,18.571819305419922,0,0
Apo,1,223.506,26.732484817504883,12.321621894836426,0,0
Apo,1,223.706,21.851520538330078,17.14604949951172,0,0
Apo,1,223.906,27.02423858642578,10.974483489990234,1,1
Apo,1,224.106,26.113086700439453,14.824950218200684,0,0
Apo,1,224.306,28.63178825378418,18.378612518310547,0,0
Apo,1,224.506,30.421571731567383,17.225187301635742,0,0
Apo,1,224.706,29.938766479492188,14.841653823852539,0,0
Apo,1,224.906,33.74520492553711,14.91464900970459,0,0
Apo,1,225.106,28.928661346435547,9.12648868560791,0,0
Apo,1,225.306,30.11674690246582,15.75548267364502,0,0
Apo,1,225.506,21.026010513305664,17.851089477539062,0,0
Apo,1,225.706,31.84784698486328,9.998805046081543,0,0
Apo,1,225.906,29.61737632751465,7.394434928894043,1,1
Apo,1,226.106,21.99861717224121,7.0580949783325195,0,0
Apo,1,226.306,23.704397201538086,8.414045333862305,0,0
Apo,1,226.506,27.926647186279297,13.728590965270996,0,0
Apo,1,226.706,24.10887908935547,16.552978515625,0,0
Apo,1,226.906,24.761104583740234,10.467580795288086,0,0
Apo,1,227.106,28.41794776916504,14.406144142150879,0,0
Apo,1,227.306,26.047487258911133,15.039806365966797,0,0
Apo,1,227.506,22.859060287475586,10.299720764160156,0,0
Apo,1,227.706,18.323867797851562,7.629408836364746,0,0
Apo,1,227.906,23.203868865966797,13.88903522491455,0,0
Apo,1,228.106,25.520959854125977,15.989912033081055,0,0
Apo,1,228.306,32.935882568359375,20.148134231567383,0,0
Apo,1,228.506,27.406757354736328,13.833077430725098,0,0
Apo,1,228.706,23.329919815063477,18.54499626159668,0,0
Apo,1,228.906,27.149991989135742,12.553239822387695,0,0
Apo,1,229.106,27.702470779418945,8.00106430053711,0,0
Apo,1,229.306,36.251953125,16.404882431030273,0,0
Apo,1,229.506,32.5540885925293,22.56920623779297,0,0
Apo,1,229.706,26.01365089416504,11.125895500183105,0,0
Apo,1,229.906,31.676025390625,18.906944274902344,0,0
Apo,1,230.106,28.084733963012695,22.581817626953125,0,0
Apo,1,230.306,24.294618606567383,18.42470359802246,0,0
Apo,1,230.506,31.640525817871094,25.922588348388672,0,0
Apo,1,230.706,26.775720596313477,16.263103485107422,0,0
Apo,1,230.906,34.011566162109375,22.87871742248535,0,0
Apo,1,231.106,31.73991584777832,10.006688117980957,0,0
Apo,1,231.306,32.468109130859375,27.736509323120117,0,0
Apo,1,231.506,30.09691619873047,21.579029083251953,0,0
Apo,1,231.706,25.058271408081055,17.70604133605957,0,0
Apo,1,231.906,23.609878540039062,21.536836624145508,0,0
Apo,1,232.106,20.319704055786133,19.710758209228516,0,0
Apo,1,232.306,28.031713485717773,12.606966972351074,0,0
Apo,1,232.506,25.677759170532227,13.338001251220703,0,0
Apo,1,232.706,21.403148651123047,11.657868385314941,0,0
Apo,1,232.906,28.682655334472656,13.708992004394531,0,0
Apo,1,233.106,23.44436264038086,12.887995719909668,0,0
Apo,1,233.306,29.43895721435547,17.65778923034668,0,0
Apo,1,233.506,32.14768981933594,23.179006576538086,0,0
Apo,1,233.706,32.026145935058594,20.83441734313965,0,0
Apo,1,233.906,28.946378707885742,11.7590970993042,0,0
Apo,1,234.106,27.33257484436035,16.15959930419922,0,0
Apo,1,234.306,35.26963806152344,21.093355178833008,0,0
Apo,1,234.506,24.17704200744629,12.090019226074219,0,0
Apo,1,234.706,16.05552101135254,17.430496215820312,0,0
Apo,1,234.906,23.810821533203125,21.16293716430664,0,0
Apo,1,235.106,23.711397171020508,8.466431617736816,0,0
Apo,1,235.306,26.102275848388672,14.892584800720215,0,0
Apo,1,235.506,24.161684036254883,18.896169662475586,0,0
Apo,1,235.706,23.895112991333008,12.899914741516113,0,0
Apo,1,235.906,24.645252227783203,15.07168197631836,0,0
Apo,1,236.106,23.768394470214844,17.03053092956543,0,0
Apo,1,236.306,20.527402877807617,12.027506828308105,0,0
Apo,1,236.506,21.12548065185547,8.08021068572998,0,0
Apo,1,236.706,25.03837013244629,7.181549072265625,0,0
Apo,1,236.906,26.167274475097656,15.758670806884766,0,0
Apo,1,237.106,29.65119171142578,21.476314544677734,0,0
Apo,1,237.306,26.208187103271484,2.1406378746032715,0,0
Apo,1,237.506,20.638343811035156,14.283382415771484,0,0
Apo,1,237.706,26.94284439086914,13.029492378234863,0,0
Apo,1,237.906,26.850683212280273,10.839073181152344,0,0
Apo,1,238.106,27.04871368408203,19.11848258972168,0,0
Apo,1,238.306,28.320758819580078,13.5482177734375,0,0
Apo,1,238.506,26.905832290649414,5.775187969207764,0,0
Apo,1,238.706,27.09041404724121,5.8769121170043945,0,0
Apo,1,238.906,32.713008880615234,13.859447479248047,0,0
Apo,1,239.106,25.11907958984375,16.573774337768555,0,0
Apo,1,239.306,33.17952346801758,16.74799156188965,0,0
Apo,1,239.506,27.802980422973633,12.238168716430664,0,0
Apo,1,239.706,27.768035888671875,16.418691635131836,0,0
Apo,1,239.906,25.63067626953125,12.475859642028809,0,0
Apo,1,240.106,26.10378646850586,21.809099197387695,0,0
Apo,1,240.306,21.39008140563965,15.58491325378418,0,0
Apo,1,240.506,26.743642807006836,21.836698532104492,0,0
Apo,1,240.706,23.99810028076172,19.367273330688477,0,0
Apo,1,240.906,29.72991943359375,20.203866958618164,0,0
Apo,1,241.106,24.562944412231445,19.506135940551758,0,0
Apo,1,241.306,22.24588394165039,24.01949691772461,0,0
Apo,1,241.506,28.620227813720703,19.214847564697266,0,0
Apo,1,241.706,28.01549530029297,21.842557907104492,0,0
Apo,1,241.906,27.468610763549805,22.546905517578125,0,0
Apo,1,242.106,20.80164909362793,17.113147735595703,0,0
Apo,1,242.306,25.316993713378906,21.568222045898438,0,0
Apo,1,242.506,21.72261619567871,7.64824914932251,0,0
Apo,1,242.706,21.825212478637695,13.416418075561523,0,0
Apo,1,242.906,22.201868057250977,15.452960014343262,0,0
Apo,1,243.106,25.72557830810547,23.13534164428711,0,0
Apo,1,243.306,23.681365966796875,14.515064239501953,0,0
Apo,1,243.506,29.004682540893555,7.809048175811768,0,0
Apo,1,243.706,22.141111373901367,11.218070983886719,0,0
Apo,1,243.906,23.94729995727539,23.825424194335938,0,0
Apo,1,244.106,24.06431007385254,17.88348388671875,0,0
Apo,1,244.306,28.72007942199707,12.656197547912598,0,0
Apo,1,244.506,26.884235382080078,23.424406051635742,0,0
Apo,1,244.706,25.124719619750977,20.5841007232666,0,0
Apo,1,244.906,18.979297637939453,21.172571182250977,0,0
Apo,1,245.106,26.440208435058594,18.133556365966797,0,0
Apo,1,245.306,32.93067932128906,13.798821449279785,0,0
Apo,1,245.506,28.61896514892578,9.285038948059082,0,0
Apo,1,245.706,25.06589126586914,15.52908706665039,0,0
Apo,1,245.906,28.122053146362305,22.090566635131836,0,0
Apo,1,246.106,29.418241500854492,14.027462005615234,0,0
Apo,1,246.306,31.76144790649414,19.356964111328125,0,0
Apo,1,246.506,27.013385772705078,14.301374435424805,0,0
Apo,1,246.706,27.69759178161621,11.846181869506836,0,0
Apo,1,246.906,26.04389190673828,21.255197525024414,0,0
Apo,1,247.106,29.856033325195312,16.713788986206055,0,0
Apo,1,247.306,32.208274841308594,16.539060592651367,0,0
Apo,1,247.506,31.109046936035156,15.648524284362793,0,0
Apo,1,247.706,24.511430740356445,11.555262565612793,0,0
Apo,1,247.906,23.389448165893555,8.532875061035156,0,0
Apo,1,248.106,25.622398376464844,16.903108596801758,0,0
Apo,1,248.306,19.577680587768555,12.605850219726562,0,0
Apo,1,248.506,28.489501953125,18.636674880981445,0,0
Apo,1,248.706,24.604389190673828,8.114912033081055,0,0
Apo,1,248.906,29.11215591430664,8.801216125488281,0,0
Apo,1,249.106,25.962753295898438,17.352834701538086,0,0
Apo,1,249.306,26.326196670532227,12.590911865234375,0,0
Apo,1,249.506,26.305233001708984,16.303619384765625,0,0
Apo,1,249.706,33.651546478271484,18.73659896850586,0,0
Apo,1,249.906,27.985136032104492,20.51115608215332,0,0
Apo,1,250.106,30.210901260375977,16.860973358154297,0,0
Apo,1,250.306,26.874746322631836,14.035757064819336,0,0
Apo,1,250.506,23.272024154663086,20.801969528198242,0,0
Apo,1,250.706,21.865785598754883,20.94135856628418,0,0
Apo,1,250.906,21.720844268798828,15.173257827758789,0,0
Apo,1,251.106,21.277727127075195,14.0638427734375,0,0
Apo,1,251.306,20.798128128051758,16.514223098754883,0,0
Apo,1,251.506,18.40699577331543,23.568065643310547,0,0
Apo,1,251.706,18.05743980407715,20.89272117614746,0,0
Apo,1,251.906,26.8902645111084,16.899314880371094,0,0
Apo,1,252.106,23.92426872253418,22.17533302307129,0,0
Apo,1,252.306,17.9088077545166,18.89756202697754,0,0
Apo,1,252.506,19.873563766479492,19.31345558166504,0,0
Apo,1,252.706,18.329078674316406,20.983850479125977,0,0
Apo,1,252.906,21.6049861907959,15.64990520477295,0,0
Apo,1,253.106,24.825727462768555,18.845590591430664,0,0
Apo,1,253.306,28.729341506958008,23.401134490966797,0,0
Apo,1,253.506,21.94582748413086,14.450152397155762,0,0
Apo,1,253.706,22.702239990234375,26.40481185913086,0,0
Apo,1,253.906,24.95151710510254,15.86294174194336,0,0
Apo,1,254.106,22.162569046020508,20.188085556030273,0,0
Apo,1,254.306,19.029640197753906,16.884553909301758,0,0
Apo,1,254.506,18.797985076904297,21.21192169189453,0,0
Apo,1,254.706,24.032115936279297,20.500446319580078,0,0
Apo,1,254.906,16.854660034179688,22.80947494506836,0,0
Apo,1,255.106,17.933015823364258,22.36623764038086,0,0
Apo,1,255.306,14.80473518371582,28.12098503112793,0,0
Apo,1,255.506,16.07095718383789,17.656898498535156,0,0
Apo,1,255.706,18.684587478637695,15.78279972076416,0,0
Apo,1,255.906,23.418664932250977,20.327383041381836,0,0
Apo,1,256.106,28.0427303314209,15.143840789794922,0,0
Apo,1,256.306,22.9060001373291,17.87422752380371,0,0
Apo,1,256.506,26.76593589782715,11.9686279296875,0,0
Apo,1,256.706,29.5026912689209,16.622949600219727,0,0
Apo,1,256.906,31.318450927734375,16.202213287353516,0,0
Apo,1,257.106,21.414485931396484,17.992733001708984,0,0
Apo,1,257.306,12.025912284851074,14.376864433288574,0,0
Apo,1,257.506,22.12212562561035,25.108427047729492,0,0
Apo,1,257.706,18.9079532623291,16.835294723510742,0,0
Apo,1,257.906,23.67826271057129,16.071393966674805,1,1
Apo,1,258.106,26.346006393432617,8.55672836303711,1,1
Apo,1,258.306,22.580989837646484,15.197810173034668,0,0
Apo,1,258.506,32.5136604309082,9.444008827209473,1,1
Apo,1,258.706,27.637508392333984,17.433521270751953,0,0
Apo,1,258.906,23.615079879760742,17.07978057861328,0,0
Apo,1,259.106,21.00787353515625,16.591388702392578,0,0
Apo,1,259.306,23.177160263061523,13.686264038085938,0,0
Apo,1,259.506,25.930429458618164,12.203832626342773,0,0
Apo,1,259.706,22.00413703918457,6.632948875427246,0,0
Apo,1,259.906,24.060340881347656,14.390957832336426,0,0
Apo,1,260.106,32.781524658203125,24.640277862548828,0,0
Apo,1,260.306,28.459697723388672,18.089536666870117,0,0
Apo,1,260.506,34.381526947021484,20.262069702148438,0,0
Apo,1,260.706,31.256376266479492,17.868501663208008,0,0
Apo,1,260.906,27.279251098632812,21.960987091064453,0,0
Apo,1,261.106,30.427745819091797,15.44306755065918,0,0
Apo,1,261.306,31.45394515991211,15.581232070922852,0,0
Apo,1,261.506,32.21627426147461,15.525296211242676,1,1
Apo,1,261.706,28.587018966674805,8.225404739379883,0,0
Apo,1,261.906,28.945188522338867,15.838716506958008,0,0
Apo,1,262.106,35.10420608520508,17.07157325744629,0,0
Apo,1,262.306,32.08776092529297,16.496389389038086,0,0
Apo,1,262.506,31.488040924072266,13.855734825134277,0,0
Apo,1,262.706,34.59543991088867,15.522469520568848,0,0
Apo,1,262.906,37.755496978759766,14.450663566589355,0,0
Apo,1,263.106,31.338470458984375,11.204854965209961,0,0
Apo,1,263.306,29.924131393432617,8.528762817382812,0,0
Apo,1,263.506,35.76451873779297,7.270391941070557,1,1
Apo,1,263.706,27.50670623779297,8.3424711227417,0,0
Apo,1,263.906,28.89488983154297,16.84672737121582,0,0
Apo,1,264.106,30.909013748168945,23.803937911987305,0,0
Apo,1,264.306,28.039264678955078,14.729277610778809,0,0
Apo,1,264.506,30.991655349731445,12.618425369262695,0,0
Apo,1,264.706,31.719280242919922,14.513200759887695,0,0
Apo,1,264.906,30.606840133666992,19.85901641845703,0,0
Apo,1,265.106,20.954341888427734,13.369158744812012,0,0
Apo,1,265.306,19.007396697998047,13.523847579956055,0,0
Apo,1,265.506,26.89756965637207,12.367945671081543,0,0
Apo,1,265.706,25.713987350463867,13.14770221710205,0,0
Apo,1,265.906,31.03323745727539,15.996136665344238,0,0
Apo,1,266.106,21.017702102661133,14.728622436523438,0,0
Apo,1,266.306,21.8041934967041,18.722625732421875,0,0
Apo,1,266.506,27.82176971435547,9.536715507507324,0,0
Apo,1,266.706,21.462059020996094,4.904797554016113,0,0
Apo,1,266.906,20.691736221313477,2.8656115531921387,1,1
Apo,1,267.106,26.45098876953125,14.411216735839844,0,0
Apo,1,267.306,24.749513626098633,23.81870460510254,0,0
Apo,1,267.506,29.990921020507812,19.48908805847168,0,0
Apo,1,267.706,33.04628372192383,22.881452560424805,0,0
Apo,1,267.906,27.219343185424805,16.99583625793457,0,0
Apo,1,268.106,24.23354721069336,18.28570556640625,1,1
Apo,1,268.306,34.57292938232422,14.277263641357422,0,0
Apo,1,268.506,33.57234573364258,19.876731872558594,0,0
Apo,1,268.706,33.6602897644043,11.150984764099121,0,0
Apo,1,268.906,34.62302780151367,23.62545394897461,0,0
Apo,1,269.106,27.18182945251465,7.0389509201049805,0,0
Apo,1,269.306,27.637239456176758,9.252208709716797,1,1
Apo,1,269.506,35.01263427734375,6.955183029174805,1,1
Apo,1,269.706,31.94361686706543,12.244407653808594,0,0
Apo,1,269.906,26.384389877319336,4.750168323516846,0,0
Apo,1,270.106,27.954246520996094,4.768948078155518,0,0
Apo,1,270.306,25.874826431274414,13.593585014343262,0,0
Apo,1,270.506,31.796966552734375,9.246438980102539,0,0
Apo,1,270.706,28.367206573486328,11.040621757507324,0,0
Apo,1,270.906,32.23054504394531,19.875587463378906,0,0
Apo,1,271.106,26.575153350830078,11.6443510055542,0,0
Apo,1,271.306,23.778247833251953,8.8402681350708,0,0
Apo,1,271.506,26.768125534057617,12.920072555541992,0,0
Apo,1,271.706,26.97844696044922,1.372625708580017,0,0
Apo,1,271.906,26.597204208374023,15.4187593460083,0,0
Apo,1,272.106,23.6571044921875,8.364656448364258,1,1
Apo,1,272.306,18.840124130249023,16.04887580871582,0,0
Apo,1,272.506,20.61568832397461,11.591601371765137,0,0
Apo,1,272.706,19.797325134277344,9.936853408813477,1,1
Apo,1,272.906,22.571208953857422,12.622700691223145,0,0
Apo,1,273.106,23.94390296936035,10.018635749816895,0,0
Apo,1,273.276,23.142091751098633,12.353857040405273,0,0
Apo,1,273.486,24.454463958740234,11.143503189086914,0,0
Apo,1,273.686,27.620750427246094,9.39159870147705,1,1
Apo,1,273.886,19.738229751586914,8.33026123046875,1,1
Apo,1,274.086,22.364519119262695,-3.8410608768463135,1,1
Apo,1,274.286,20.831058502197266,-0.4902285933494568,1,1
Apo,1,274.486,23.442737579345703,1.3926723003387451,1,1
Apo,1,274.686,23.477901458740234,-0.005240302067250013,1,1
Apo,1,274.886,27.508546829223633,4.705104827880859,1,1
Apo,1,275.086,17.19512939453125,1.0165736675262451,0,0
Apo,1,275.286,20.015457153320312,8.880613327026367,0,0
Apo,1,275.486,26.611940383911133,5.199590682983398,1,1
Apo,1,275.686,24.51966094970703,2.7768170833587646,0,0
Apo,1,275.886,20.479503631591797,-2.512212038040161,0,0
Apo,1,276.086,21.578214645385742,11.888322830200195,0,0
Apo,1,276.286,19.007221221923828,5.052488803863525,0,0
Apo,1,276.486,25.935504913330078,5.273373603820801,0,0
Apo,1,276.686,20.420841217041016,10.20442008972168,0,0
Apo,1,276.886,18.63080596923828,8.493108749389648,0,0
Apo,1,277.086,21.889694213867188,3.651088237762451,0,0
Apo,1,277.286,20.51567268371582,-2.3516082763671875,1,1
Apo,1,277.486,27.172483444213867,6.761270046234131,0,0
Apo,1,277.686,27.462705612182617,1.9692665338516235,1,1
Apo,1,277.886,26.309524536132812,7.093230724334717,0,0
Apo,1,278.086,25.707666397094727,9.135658264160156,0,0
Apo,1,278.286,25.310009002685547,8.987117767333984,0,0
Apo,1,278.486,23.410736083984375,17.135099411010742,0,0
Apo,1,278.686,22.174123764038086,5.895562648773193,0,0
Apo,1,278.886,23.373600006103516,14.910133361816406,0,0
Apo,1,279.086,22.005525588989258,8.051613807678223,0,0
Apo,1,279.286,28.359113693237305,4.058367729187012,0,0
Apo,1,279.486,25.92487144470215,1.1124073266983032,1,1
Apo,1,279.686,22.308094024658203,8.1856689453125,1,1
Apo,1,279.886,27.168790817260742,8.713048934936523,0,0
Apo,1,280.086,30.430356979370117,12.089383125305176,1,1
Apo,1,280.286,22.835498809814453,11.414084434509277,0,0
Apo,1,280.486,28.010547637939453,16.448772430419922,0,0
Apo,1,280.686,28.47488021850586,6.411520481109619,1,1
Apo,1,280.886,22.847990036010742,15.635043144226074,0,0
Apo,1,281.086,24.009845733642578,14.873516082763672,0,0
Apo,1,281.286,30.46259117126465,13.321517944335938,0,0
Apo,1,281.486,27.29914665222168,6.020401477813721,1,1
Apo,1,281.686,25.382394790649414,9.99485969543457,0,0
Apo,1,281.886,23.14795684814453,9.01373291015625,0,0
Apo,1,282.086,25.26859474182129,9.893202781677246,0,0
Apo,1,282.286,25.61142921447754,10.908943176269531,0,0
Apo,1,282.486,27.49688720703125,9.997381210327148,0,0
Apo,1,282.686,22.44495964050293,12.202384948730469,0,0
Apo,1,282.886,35.4356803894043,17.349573135375977,0,0
Apo,1,283.086,29.9585018157959,9.263577461242676,0,0
Apo,1,283.286,22.926502227783203,13.406610488891602,0,0
Apo,1,283.486,21.906402587890625,4.6413493156433105,0,0
Apo,1,283.686,24.476469039916992,9.953288078308105,0,0
Apo,1,283.886,23.679426193237305,9.69831371307373,0,0
Apo,1,284.086,23.452167510986328,4.144338607788086,1,1
Apo,1,284.286,23.542709350585938,2.2150702476501465,1,1
Apo,1,284.486,22.623811721801758,5.206823348999023,1,1
Apo,1,284.686,26.452957153320312,0.5970889329910278,1,1
Apo,1,284.886,23.116212844848633,8.138400077819824,1,1
Apo,1,285.086,23.33991813659668,4.5117340087890625,1,1
Apo,1,285.286,24.728784561157227,4.529715538024902,1,1
Apo,1,285.486,28.27482032775879,6.770718574523926,0,0
Apo,1,285.686,29.25918197631836,14.850765228271484,1,1
Apo,1,285.886,23.273609161376953,9.768306732177734,1,1
Apo,1,286.086,21.78604507446289,11.761007308959961,0,0
Apo,1,286.286,25.945463180541992,6.075953006744385,1,1
Apo,1,286.486,18.624940872192383,11.23193073272705,1,1
Apo,1,286.686,25.2840518951416,7.082861423492432,1,1
Apo,1,286.886,19.868480682373047,2.497650623321533,1,1
Apo,1,287.086,21.285207748413086,15.566130638122559,0,0
Apo,1,287.286,26.472930908203125,6.693502902984619,0,0
Apo,1,287.486,22.22610092163086,13.704298973083496,0,0
Apo,1,287.686,24.434009552001953,16.339008331298828,0,0
Apo,1,287.886,25.128381729125977,12.842637062072754,0,0
Apo,1,288.086,25.5235538482666,13.109145164489746,0,0
Apo,1,288.286,24.395084381103516,9.997353553771973,0,0
Apo,1,288.486,27.605907440185547,14.361721992492676,0,0
Apo,1,288.686,29.433914184570312,16.94445037841797,0,0
Apo,1,288.886,32.0552978515625,10.48729133605957,0,0
Apo,1,289.086,24.377933502197266,10.047764778137207,0,0
Apo,1,289.286,34.047264099121094,13.311400413513184,0,0
Apo,1,289.486,24.22268295288086,17.348251342773438,0,0
Apo,1,289.686,23.79594612121582,8.563403129577637,0,0
Apo,1,289.886,27.15372657775879,13.944025993347168,0,0
Apo,1,290.086,33.97940444946289,10.895806312561035,0,0
Apo,1,290.286,22.395244598388672,10.631612777709961,0,0
Apo,1,290.486,27.519210815429688,13.347373008728027,0,0
Apo,1,290.686,23.662691116333008,9.995009422302246,0,0
Apo,1,290.886,22.535900115966797,10.172477722167969,0,0
Apo,1,291.086,25.556066513061523,14.01883316040039,0,0
Apo,1,291.286,25.759592056274414,4.676807403564453,0,0
Apo,1,291.486,28.770200729370117,9.766845703125,0,0
Apo,1,291.686,21.941856384277344,13.217873573303223,0,0
Apo,1,291.886,27.23365592956543,7.263344764709473,0,0
Apo,1,292.086,29.629924774169922,10.449600219726562,0,0
Apo,1,292.286,22.423824310302734,15.679803848266602,0,0
Apo,1,292.486,21.172550201416016,9.964736938476562,0,0
Apo,1,292.686,32.349063873291016,13.320984840393066,0,0
Apo,1,292.886,20.484268188476562,14.956896781921387,0,0
